local_image_path,label
data/125_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/126_2022-denver-green-code.png,TEXT_PAGE
data/127_2022-denver-green-code.png,TEXT_PAGE
data/128_2022-denver-green-code.png,TEXT_PAGE
data/129_2022-denver-green-code.png,TEXT_PAGE
data/130_2022-denver-green-code.png,BLANK_PAGE
data/131_2022-denver-green-code.png,TEXT_PAGE
data/132_2022-denver-green-code.png,TEXT_PAGE
data/133_2022-denver-green-code.png,TEXT_PAGE
data/134_2022-denver-green-code.png,TEXT_PAGE
data/135_2022-denver-green-code.png,TEXT_PLUS_DIAGRAM_PAGE
data/136_2022-denver-green-code.png,TABLE_PAGE
data/137_2022-denver-green-code.png,TEXT_PAGE
data/138_2022-denver-green-code.png,TEXT_PAGE
data/139_2022-denver-green-code.png,TEXT_PAGE
data/140_2022-denver-green-code.png,TEXT_PAGE
data/141_2022-denver-green-code.png,TEXT_PAGE
data/142_2022-denver-green-code.png,TEXT_PAGE
data/143_2022-denver-green-code.png,TEXT_PAGE
data/144_2022-denver-green-code.png,BLANK_PAGE
data/145_2022-denver-green-code.png,TEXT_PAGE
data/146_2022-denver-green-code.png,TEXT_PAGE
data/147_2022-denver-green-code.png,TEXT_PAGE
data/148_2022-denver-green-code.png,TEXT_PAGE
data/149_2022-denver-green-code.png,TEXT_PAGE
data/150_2022-denver-green-code.png,TEXT_PAGE
data/151_2022-denver-green-code.png,TEXT_PAGE
data/152_2022-denver-green-code.png,TEXT_PAGE
data/153_2022-denver-green-code.png,TEXT_PAGE
data/154_2022-denver-green-code.png,BLANK_PAGE
data/155_2022-denver-green-code.png,TEXT_PAGE
data/156_2022-denver-green-code.png,TEXT_PAGE
data/157_2022-denver-green-code.png,TEXT_PAGE
data/158_2022-denver-green-code.png,TEXT_PAGE
data/159_2022-denver-green-code.png,TEXT_PAGE
data/160_2022-denver-green-code.png,TEXT_PAGE
data/161_2022-denver-green-code.png,TEXT_PAGE
data/162_2022-denver-green-code.png,TEXT_PAGE
data/163_2022-denver-green-code.png,TEXT_PAGE
data/164_2022-denver-green-code.png,TEXT_PAGE
data/165_2022-denver-green-code.png,BLANK_PAGE
data/166_2022-denver-green-code.png,TEXT_PAGE
data/167_2022-denver-green-code.png,TEXT_PAGE
data/168_2022-denver-green-code.png,TEXT_PAGE
data/169_2022-denver-green-code.png,TEXT_PAGE
data/170_2022-denver-green-code.png,TEXT_PAGE
data/171_2022-denver-green-code.png,TEXT_PAGE
data/172_2022-denver-green-code.png,BLANK_PAGE
data/173_2022-denver-green-code.png,TEXT_PAGE
data/174_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/175_2022-denver-green-code.png,TABLE_PAGE
data/176_2022-denver-green-code.png,TABLE_PAGE
data/177_2022-denver-green-code.png,BLANK_PAGE
data/178_2022-denver-green-code.png,TEXT_PAGE
data/179_2022-denver-green-code.png,BLANK_PAGE
data/180_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/181_2022-denver-green-code.png,TABLE_PAGE
data/182_2022-denver-green-code.png,TABLE_PAGE
data/183_2022-denver-green-code.png,BLANK_PAGE
data/184_2022-denver-green-code.png,TEXT_PAGE
data/185_2022-denver-green-code.png,TABLE_PAGE
data/186_2022-denver-green-code.png,TABLE_PAGE
data/187_2022-denver-green-code.png,TABLE_PAGE
data/188_2022-denver-green-code.png,BLANK_PAGE
data/189_2022-denver-green-code.png,TABLE_PAGE
data/190_2022-denver-green-code.png,TABLE_PAGE
data/191_2022-denver-green-code.png,BLANK_PAGE
data/192_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/193_2022-denver-green-code.png,TABLE_PAGE
data/194_2022-denver-green-code.png,TABLE_PAGE
data/195_2022-denver-green-code.png,TABLE_PAGE
data/196_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/197_2022-denver-green-code.png,BLANK_PAGE
data/198_2022-denver-green-code.png,BLANK_PAGE
data/199_2022-denver-green-code.png,BLANK_PAGE
data/200_2022-denver-green-code.png,TEXT_PAGE
data/201_2022-denver-green-code.png,COVER_PAGE
data/202_2022-denver-green-code.png,TEXT_PAGE
data/203_2022-denver-green-code.png,BLANK_PAGE
data/204_2022-denver-green-code.png,BLANK_PAGE
data/205_2022-denver-green-code.png,COVER_PAGE
data/206_2022-denver-green-code.png,BLANK_PAGE
data/207_2022-denver-green-code.png,TEXT_PAGE
data/208_2022-denver-green-code.png,BLANK_PAGE
data/209_2022-denver-green-code.png,TEXT_PAGE
data/210_2022-denver-green-code.png,TEXT_PAGE
data/211_2022-denver-green-code.png,COVER_PAGE
data/212_2022-denver-green-code.png,BLANK_PAGE
data/213_2022-denver-green-code.png,COVER_PAGE
data/214_2022-denver-green-code.png,COVER_PAGE
data/215_2022-denver-green-code.png,COVER_PAGE
data/216_2022-denver-green-code.png,COVER_PAGE
data/217_2022-denver-green-code.png,TEXT_PAGE
data/218_2022-denver-green-code.png,COVER_PAGE
data/219_2022-denver-green-code.png,TEXT_PLUS_IMAGE_PAGE
data/220_2022-denver-green-code.png,COVER_PAGE
data/221_2022-denver-green-code.png,TEXT_PAGE
data/222_2022-denver-green-code.png,COVER_PAGE
data/223_2022-denver-green-code.png,TEXT_PLUS_IMAGE_PAGE
data/224_2022-denver-green-code.png,TEXT_PAGE
data/225_2022-denver-green-code.png,TEXT_PAGE
data/226_2022-denver-green-code.png,TEXT_PAGE
data/227_2022-denver-green-code.png,TEXT_PAGE
data/228_2022-denver-green-code.png,COVER_PAGE
data/229_2022-denver-green-code.png,TEXT_PAGE
data/230_2022-denver-green-code.png,TEXT_PAGE
data/231_2022-denver-green-code.png,TEXT_PAGE
data/232_2022-denver-green-code.png,TEXT_PAGE
data/233_2022-denver-green-code.png,TEXT_PAGE
data/234_2022-denver-green-code.png,TEXT_PAGE
data/235_2022-denver-green-code.png,TEXT_PAGE
data/236_2022-denver-green-code.png,TEXT_PAGE
data/237_2022-denver-green-code.png,COVER_PAGE
data/238_2022-denver-green-code.png,TEXT_PAGE
data/239_2022-denver-green-code.png,BLANK_PAGE
data/240_2022-denver-green-code.png,TEXT_PAGE
data/241_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/242_2022-denver-green-code.png,TEXT_PAGE
data/243_2022-denver-green-code.png,TEXT_PAGE
data/244_2022-denver-green-code.png,TEXT_PAGE
data/245_2022-denver-green-code.png,BLANK_PAGE
data/246_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/247_2022-denver-green-code.png,TABLE_PAGE
data/248_2022-denver-green-code.png,TABLE_PAGE
data/249_2022-denver-green-code.png,TABLE_PAGE
data/250_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/251_2022-denver-green-code.png,TABLE_PAGE
data/252_2022-denver-green-code.png,TABLE_PAGE
data/253_2022-denver-green-code.png,TABLE_PAGE
data/254_2022-denver-green-code.png,TABLE_PAGE
data/255_2022-denver-green-code.png,TABLE_PAGE
data/256_2022-denver-green-code.png,TABLE_PAGE
data/257_2022-denver-green-code.png,TABLE_PAGE
data/258_2022-denver-green-code.png,TABLE_PAGE
data/259_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/260_2022-denver-green-code.png,TABLE_PAGE
data/261_2022-denver-green-code.png,TABLE_PAGE
data/262_2022-denver-green-code.png,TABLE_PAGE
data/263_2022-denver-green-code.png,TABLE_PAGE
data/264_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/265_2022-denver-green-code.png,COVER_PAGE
data/266_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/267_2022-denver-green-code.png,TEXT_PLUS_DIAGRAM_PAGE
data/268_2022-denver-green-code.png,TEXT_PLUS_TABLE_PAGE
data/269_2022-denver-green-code.png,COVER_PAGE
data/270_2022-denver-green-code.png,TEXT_PAGE
data/271_2022-denver-green-code.png,TEXT_PAGE
data/272_2022-denver-green-code.png,TEXT_PAGE
data/273_2022-denver-green-code.png,TEXT_PAGE
data/274_2022-denver-green-code.png,TEXT_PAGE
data/275_2022-denver-green-code.png,BLANK_PAGE
